buildingid,buildingName,address,propertyStatus,categoryDescription,buildingProfile,usageName,boroughName,buildingConstrYear,builtArea,buildingArea,buildingOccupencyArea,floorAmount,basementAmount,verticalTransportAmount
2546,"PAVILLON DES LOTUS DU JARDIN DE CHINE","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Lieu d'exposition","ROSEMONT / PETITE-PATRIE",1991,429.8,,429.8,1,,
2547,"PDQ NO 38 EST (OPER.)","1033 Rue  Rachel E, Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Poste de police","PLATEAU MONT-ROYAL",1990,3025.4,769.3,2880.6,3,1,
2550,"CABANON HORTICOLE, JARDIN ALPIN","4101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Entrepôt chauffé","ROSEMONT / PETITE-PATRIE",1995,25.4,25.4,25.4,1,,
2552,"GARAGE DE LA COUR DARLINGTON","6960 Avenue de Darlington , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Atelier / Esp. bureau","COTE-DES-NEIGES / N-D-DE-GRACE",1997,2227.76,1654.09,2099.19,2,0,1
2553,"ENTREPÔT DE LA COUR DARLINGTON","6960 Avenue de Darlington , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","COTE-DES-NEIGES / N-D-DE-GRACE",1997,197.27,197.27,179.92,1,0,
2554,"ENTREPÔT SEL/SABLE DE LA COUR DARLINGTON","6990 Avenue de Darlington , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Abri ouvert","COTE-DES-NEIGES / N-D-DE-GRACE",1997,467.29,533.28,445.6,1,0,
2555,"CHEVALET D'ESTIVATION, COUR DARLINGTON","6960 Avenue de Darlington , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Chevalet d'estivation","COTE-DES-NEIGES / N-D-DE-GRACE",1997,200,,200,,,
2556,"INFRA.ÉLEC.MINI-PARC ST-JEAN-DE-LA-LANDE","5015 Avenue  9e , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Sous-station électrique","ROSEMONT / PETITE-PATRIE",,11,11,11,,,
2558,"TUNNEL : HDV  L.SAULNIER - HALTE CHALEUR","85 Rue  Notre-Dame E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Tunnel","VILLE-MARIE",,1,,1,,,
2559,"CHALET DU PARC FÉLIX-LECLERC","6700 Rue  François-Boivin , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","MERCIER/HOCHELAGA/ MAISONNEUVE",1999,101.58,101.6,87.9,1,,
2561,"ABRI  FERMÉ PRÈS POMPE ESSENCE DICKSON","2220 Rue  Dickson , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Abri fermé","MERCIER/HOCHELAGA/ MAISONNEUVE",1996,5.3,5.3,5.3,1,,
2562,"PAVILLON D'ACCUEIL , ÉCO-CENTRE ACADIE","1200 Boulevard  Henri-Bourassa O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","AHUNTSIC / CARTIERVILLE",1997,53.17,53.17,43.6,1,0,
2563,"ENTREPÔT RÉEMPLOI ÉCO-CENTRE  ACADIE","1200 Boulevard  Henri-Bourassa O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage non-chauffé","AHUNTSIC / CARTIERVILLE",1997,60.62,60.62,52.9,1,0,
2564,"PAVILLON D'ACCUEIL, ÉCO-CENTRE P.-PATRIE","1100 Rue des Carrières E, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","ROSEMONT / PETITE-PATRIE",1995,53.17,,43.9,1,,
2565,"ENTREPÔTS RÉEMPLOI ÉCO-CENTRE P-PATRIE","1100 Rue des Carrières , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage non-chauffé","ROSEMONT / PETITE-PATRIE",1995,73.35,74.3,73.34,1,0,
2566,"PAVILLON D'ACCUEIL, ÉCO-CENTRE ST-MICHEL","2475 Rue des Regrattiers (MTL) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","VILLERAY/ST-MICHEL/PARC-EXTENS",1999,206.67,116.51,172.6,2,0,
2567,"ENTREPÔT RÉEMPLOI  ÉCO-CENTRE ST-MICHEL","2475 Rue des Regrattiers (MTL) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage non-chauffé","VILLERAY/ST-MICHEL/PARC-EXTENS",1999,96.02,96.02,86.24,1,0,
2568,"PAVILLON D'ACCUEIL,ÉCO-CENTRE C-D-NEIGES","6925 Chemin de la Côte-des-Neiges , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","COTE-DES-NEIGES / N-D-DE-GRACE",1999,53.17,53.17,43.6,1,0,
2569,"ENTREPÔT DE RÉEMPLOI  ÉCO-CENTRE C-D-N","6925 Chemin de la Côte-des-Neiges , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage non-chauffé","COTE-DES-NEIGES / N-D-DE-GRACE",1999,96.12,96.12,86.3,1,0,
2570,"PAVILLON D'ACCUEIL, ÉCO-CENTRE RDP","11400 Rue  Léopold-Christin , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","R-D-P / P-A-T",2003,60.88,,50.8,1,,
2571,"ENTREPÔT  RÉEMPLOI ÉCO-CENTRE RDP","11400 Rue  Léopold-Christin , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","R-D-P / P-A-T",2003,92.4,,92.4,1,,
2574,"SOUS-STATION ÉLECTRIQUE DEVILLE/2E AVE","Rue  Deville , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Sous-station électrique","VILLERAY/ST-MICHEL/PARC-EXTENS",,3,3,3,,,
2575,"PATAUGEOIRE DU PARC JOSEPH-PARÉ","6525 Rue  41e , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Pataugeoire","ROSEMONT / PETITE-PATRIE",1999,54,,54,,,
2578,"SCÈNE EXTÉRIEURE","Rue  Bellerive , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri ouvert","MERCIER/HOCHELAGA/ MAISONNEUVE",,105,,105,,,
2579,"L'ABRI EST","Rue  Bellerive , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri ouvert","MERCIER/HOCHELAGA/ MAISONNEUVE",1995,36,36,36,,,
2580,"CHEVALET D'ESTIVATION, COUR POINCARÉ","999 Boulevard  Henri-Bourassa O, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Chevalet d'estivation","AHUNTSIC / CARTIERVILLE",1970,88,88,88,,,
2581,"CHEVALET D'ESTIVATION, COUR PORT-ROYAL","390 Rue de Port-Royal E, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Chevalet d'estivation","AHUNTSIC / CARTIERVILLE",,29,29,29,,,
2582,"ENTREPÔT MOBILE NON CHAUFFÉ C. POINCARÉ","999 Boulevard  Henri-Bourassa O, Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt non-chauffé","AHUNTSIC / CARTIERVILLE",,40,40,40,,,
2583,"CHEVALET D'ESTIVATION, COUR LAURENTIEN","6100 Rue  De Pontgravé , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Chevalet d'estivation","AHUNTSIC / CARTIERVILLE",,36,36,36,,,
2598,"BELVÉDÈRE MOUSSEAU","Rue  Bellerive , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri ouvert","MERCIER/HOCHELAGA/ MAISONNEUVE",,25,0,25,,,
2599,"PAVILLON D'ACCUEIL - ÉCO-CENTRE LASALLE","7272 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Centre de tri / déchetteries","LASALLE",2010,312.75,269.54,269.54,1,1,
2600,"ENTREPÔT DE RÉEMPLOI  ÉCO-CENTRE LASALLE","7272 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","LASALLE",2010,344.76,344.76,309.2,1,0,
2602,"GUÉRITE ÉCO-CENTRE ST-MICHEL","2475 Rue des Regrattiers (MTL) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Guérite","VILLERAY/ST-MICHEL/PARC-EXTENS",,6.32,0,4.14,1,,
2603,"GUÉRITE ÉCO-CENTRE ACADIE","1200 Boulevard  Henri-Bourassa O, Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Guérite","AHUNTSIC / CARTIERVILLE",1997,6.32,0,4.14,1,,
2604,"GUÉRITE ÉCO-CENTRE RIVIÈRE-DES-PRAIRIES","11400 Rue  Léopold-Christin , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Guérite","R-D-P / P-A-T",,3.6,0,3.6,1,,
2605,"GUÉRITE ÉCO-CENTRE PETITE-PATRIE","1100 Rue des Carrières , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Guérite","ROSEMONT / PETITE-PATRIE",,6.32,0,4.14,1,,
2606,"ENTREPÔT RDD ÉCO-CENTRE LASALLE","7272 Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","LASALLE",,25,0,25,,,
2607,"ENTREPÔT RDD ÉCO-CENTRE ST-MICHEL","2475 Rue des Regrattiers (MTL) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","VILLERAY/ST-MICHEL/PARC-EXTENS",,19.25,0,19.25,,,
2608,"ENTREPÔT RDD ÉCO-CENTRE PETITE-PATRIE","1100 Rue des Carrières , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","ROSEMONT / PETITE-PATRIE",,12,0,12,,,
2612,"GAZEBO PARC DU PORTUGAL",", Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Abri ouvert","PLATEAU MONT-ROYAL",1991,65.59,65.59,65.59,1,,
2613,"GUÉRITE ÉCO-CENTRE CÔTE-DES-NEIGES","6925 Chemin de la Côte-des-Neiges , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Guérite","COTE-DES-NEIGES / N-D-DE-GRACE",,9.59,8.64,7.92,1,0,
2617,"ENCLOS SEL/SABLE COUR SERVICE SUD-OUEST","Rue  Saint-Patrick , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Industriel","Abri à abrasif","SUD-OUEST",,122,122,122,,,
2619,"DÔME DU STADE HÉBERT","7675 Rue  Colbert , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Stade / gradins","SAINT-LÉONARD",2010,9045.95,9045.95,8807.4,1,,
2620,"ATELIERS ET BUREAUX ADMIN. ATWATER","999 Rue  Dupuis , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Espace à bureaux","SUD-OUEST",2018,4054.32,0,3819.2,2,1,
2621,"COMPLEXE SPORTIF MARIE-VICTORIN","7000 Boulevard  Maurice-Duplessis , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","R-D-P / P-A-T",2010,15587.31,6238.54,15289.5,1,1,1
2622,"PAVILLON DES BAIGNEURS PARC HANS-SELYE","7521 Avenue  André-Ampère , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","R-D-P / P-A-T",2019,696.66,547.62,642.5,1,1,
2623,"PISCINE OLYMPIQUE PARC HANS-SELYE","7521 Avenue  André-Ampère , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Piscine extérieure","R-D-P / P-A-T",2019,3462,3462,3462,,,
2624,"BIBLIOTHÈQUE - SALLE MADELAINE-LAHAYE","500 Montée de l' Église (IBZ) , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Centre culturel","L'ÎLE-BIZARD / STE-GENEVIÈVE",2017,832,0,832,1,,
2625,"JEU D'EAU PARC SAINT-VINCENT-FERRIER","Avenue  Henri-Julien , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","VILLERAY/ST-MICHEL/PARC-EXTENS",2016,283,283,283,,,
2627,"JEU D'EAU PARC ST-MARCEL","Avenue  6e , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","R-D-P / P-A-T",2018,230,230,230,,,
2628,"JEU D'EAU PARC ST-JOSEPH","Place  Perras , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","R-D-P / P-A-T",2017,82,82,82,,,
2629,"JEU D'EAU PARC RENÉ-VAUTELET","Rue  Albert-Chamberland , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","R-D-P / P-A-T",2018,237,237,237,,,
2631,"JEU D'EAU PARC PERHR-KALM","Rue  Marcel-Raymond , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","R-D-P / P-A-T",2013,140,140,140,,,
2636,"PAVILLON BAIGNEURS DE LA LOUISIANE","6250 Avenue  35e , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ROSEMONT / PETITE-PATRIE",2020,232,232,232,1,,
2637,"JEU D'EAU DE LA LOUISIANE","6244 Avenue  35e , Montréal","PROPRIÉTAIRE","Installation externe","Loisir communautaire","Jeu d'eau","ROSEMONT / PETITE-PATRIE",2020,1,1,1,,,
2638,"REMISE PARC LA SAVANE","5111 Rue  Paré , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Abri fermé","COTE-DES-NEIGES / N-D-DE-GRACE",,32,32,32,1,,
2639,"COMPLEXE SPORTIF SAINT-JEAN-VIANNEY","12640 Boulevard  Gouin E, Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","R-D-P / P-A-T",,25969.47,22514.84,16318.6,2,,
2640,"PLAZA HUTCHISON","7290 Rue  Hutchison , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Administratif","Espace à bureaux","VILLERAY/ST-MICHEL/PARC-EXTENS",,5235,890,5235,5,,
2685,"STATION DE POMPAGE-IRRIGATION DU FLEUVE","6900 Boulevard  LaSalle , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","VERDUN",,1,1,1,,,
2686,"STATI POMPAGE-RECIRCULATION-P-LACOURSIER","551 Chemin du Golf (VRD) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (aqueduc)","VERDUN",,1,1,1,,,
2688,"POSTE DE POMPAGE DE LIXIVIAT","5150 Boulevard  LaSalle , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","VERDUN",,1,1,1,,,
2689,"STAT-POMP-ALIMENATION EAU-P-LACOURSIERE","525 Chemin du Golf (VRD) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (aqueduc)","VERDUN",,1,1,1,,,
2690,"CHALET PARC BOIS-FRANC","9999 Boulevard  Laurentien (SLR) , Montréal","LOCATAIRE","Bâtiment","Loisir communautaire","Chalet","SAINT-LAURENT",,25.8,25.8,25.8,,,
2694,"STATION D'ÉCHANTILLONAGE DU RSQA #26","11475 Rue  Victoria , Montréal","LOCATAIRE","Installation externe","Industriel","Garage TP/Parcs/Imm./Ent.méc.","MONTRÉAL-EST",,10,10,10,,,
2698,"6360 SAINT-JACQUES","6360 Rue  Saint-Jacques , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Industriel","Entrepôt non-chauffé","COTE-DES-NEIGES / N-D-DE-GRACE",,1,1,1,1,,
2699,"ÉDIFICE 2135-2145, RUE HALL","2135 Rue  Hall , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Administratif","Atelier / Esp. bureau","SUD-OUEST",,1,1,1,,,
2701,"ÉDIFICE 2160,AVENUE DE L'ÉGLISE","2160 Avenue de l' Église , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Commercial","Atelier / Esp. bureau","SUD-OUEST",,1,1,1,1,,
2702,"ÉDIFICE DU DU 2500 RACHEL","2500 Rue  Rachel , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Commercial","Local commercial","PLATEAU MONT-ROYAL",,1067.1,1,1067.1,1,0,0
2705,"ÉDIFICE DU 2510 RACHEL","2510 Rue  Rachel , Montréal","PROPRIÉTAIRE","Bâtiment excéd.","Commercial","Restaurant","PLATEAU MONT-ROYAL",1910,180,90,180,1,,
2706,"CLUB DE GYMNASTIQUE JEUNE AIRE","7427 Boulevard  Newman (LSL) , Montréal","LOCATAIRE","Bâtiment","Sportif","Gymnase","LASALLE",,2136.77,2136.77,2136.77,1,,
2707,"CABANON IRRIGATION  GABRIEL-LALEMANT","2244 Rue  Sauvé E, Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","AHUNTSIC / CARTIERVILLE",,0,0,0,1,,
2984,"BÂTIMENTS DE SERVICE PARC-NATURE IBZ","2115 Chemin du Bord-du-Lac (IBZ) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Entrepôt non-chauffé","L'ÎLE-BIZARD / STE-GENEVIÈVE",,92.38,0,84.63,,,
2986,"CABANON BOULISTES PARC EUGÈNE-D'OSTIE","Rue  Cherrier (IBZ) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Abri fermé","L'ÎLE-BIZARD / STE-GENEVIÈVE",,4.47,4.46,4.47,,,
2988,"STAT. MÉC.+ PATINOIRE EXT. PARC HAYWARD","180 Avenue  Orchard (LSL) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Station méc. patinoire ext.","LASALLE",2012,1599,1599,1599,,,
2990,"STATION ÉLECTRIQUE PARC EUGÈNE-D'OSTIE","Montée de l' Église (IBZ) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Sous-station électrique","L'ÎLE-BIZARD / STE-GENEVIÈVE",,2,2,2,,,
2992,"CABANON TENNIS DU PARC EUGÈNE-D'OSTIE","Montée de l' Église (IBZ) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Abri fermé","L'ÎLE-BIZARD / STE-GENEVIÈVE",,6.25,6.25,6.25,1,,
2993,"PDQ 20","1432 Rue  Sainte-Catherine O, Montréal","LOCATAIRE","Bâtiment","Protection et sécurité","Poste de police","VILLE-MARIE",,2148,752.52,1917.5,2,1,
2995,"CASERNE NO 59","18661 Boulevard de Pierrefonds (PFD) , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","PIERREFONDS/ROXBORO",2013,1482.13,949.49,1398.94,2,,
2996,"CASERNE NO 32","16101 Rue  Sherbrooke E, Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","R-D-P / P-A-T",2014,1439.02,719.46,1359.54,2,,
2997,"REMISE DE JARDIN DU PARC HARTENSTEIN","Rue  Cardinal (SLR) , Montréal","PROPRIÉTAIRE","Installation externe","Sportif","Abri fermé","SAINT-LAURENT",,26,26,26,1,,
2999,"CHAMBRE DE COMPTEUR D'EAU ANGRIGNON","Terrasse  Bourdeau (LSL) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Station de pompage (aqueduc)","LASALLE",,27.88,0,20.51,,,
3003,"ROULOTTE DALKEITH (ANJ)","Avenue  Dalkeith (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Abri fermé","ANJOU",,36.82,0,33.22,1,,
3004,"CHALET DU PARC SAINT-VIATEUR","525 Avenue  Bloomfield (OUT) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","OUTREMONT",1927,57.52,0,48.6,1,,
3013,"USINE DE FILTRATION DORVAL","55 Avenue  Lilas (DVL) , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Usine de filtration","DORVAL / L'ÎLE-DORVAL",1962,9255.49,3543.25,8616.48,2,1,0
3015,"CASERNE NO 63","530 Boulevard  Bouchard (DVL) , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","DORVAL / L'ÎLE-DORVAL",1965,3361.3,1527.28,3146.2,2,1,0
3018,"BUREAU D'ARRONDISSEMENT DE LACHINE","1800 Boulevard  Saint-Joseph , Montréal","PROPRIÉTAIRE","Bâtiment","Administratif","Bureau d'arrondissement","LACHINE",1914,4361.2,0,3985.9,3,1,
3019,"TRAV.PUBLICS GAR. # 1 COUR PIERREFONDS","14150 Boulevard  Gouin O, PFD","PROPRIÉTAIRE","Bâtiment","Industriel","Garage TP/Parcs/Imm./Ent.méc.","PIERREFONDS/ROXBORO",,2666.93,2063.34,2618.7,2,,
3020,"GARAGE # 2 - COUR SERV. PIERREFONDS","14150 Boulevard  Gouin O, PFD","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage chauffé","PIERREFONDS/ROXBORO",1974,669.05,669.05,647.26,1,,
3021,"GARAGE # 3 - COUR SERV. PIERREFONDS","14150 Boulevard  Gouin O, PFD","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage chauffé","PIERREFONDS/ROXBORO",1979,1374.36,704.4,704.4,2,,
3022,"GARAGE # 4 - COUR SERV. PIERREFONDS","14150 Boulevard  Gouin O, PFD","PROPRIÉTAIRE","Bâtiment","Industriel","Garage remisage chauffé","PIERREFONDS/ROXBORO",,729.05,568.14,710.14,2,,
3024,"ENTREPÔT COUR SERVICES PIERREFONDS","14150 Boulevard  Gouin O, PFD","PROPRIÉTAIRE","Bâtiment","Industriel","Entrepôt chauffé","PIERREFONDS/ROXBORO",,296.87,296.87,278.01,1,,
3025,"CHALET DU JARDIN COMM. - ROI-RENÉ","7750 Boulevard  Roi-René (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","ANJOU",,20.6,0,20.6,1,0,0
3029,"BIBLIOTHÈQUE SAUL-BELLOW","3100 Rue  Saint-Antoine , Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","LACHINE",1975,2947.06,1498.65,2851.8,2,,1
3070,"CASERNE NO 65","1300 Avenue  Dollard (LSL) , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","LASALLE",1976,3931.34,1335,2672.16,3,1,0
3030,"BUREAU D'ARRONDISSEMENT D'ANJOU","7701 Boulevard  Louis-H.-La Fontaine (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Administratif","Bureau d'arrondissement","ANJOU",1984,2252.4,1046.56,2068.71,1,1,
3031,"CASERNE NO 28 ÉDIFICE GONCOURT","7650 Boulevard  Châteauneuf (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","ANJOU",1976,5844.01,2859.79,4785.6,2,1,
3032,"TRAVAUX PUBLICS ANJOU (COUR SERVICES)","7171 Rue  Bombardier , Montréal","PROPRIÉTAIRE","Bâtiment","Industriel","Garage TP/Parcs/Imm./Ent.méc.","ANJOU",1977,4995.95,0,4798.13,2,,
3033,"ATELIER MENUISERIE COUR PIERREFONDS","14150 Boulevard  Gouin O, PFD","PROPRIÉTAIRE","Bâtiment","Industriel","Atelier / Esp. bureau","PIERREFONDS/ROXBORO",,334.78,334.78,316.88,1,,
3034,"BIBLIOTHÈQUE HAUT-ANJOU","7070 Rue  Jarry E, Montréal","PROPRIÉTAIRE","Bâtiment","Culturel","Bibliothèque","ANJOU",1990,515.06,257.53,478.46,1,1,
3035,"ARÉNA CHAUMONT","8750 Avenue  Chaumont , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Aréna","ANJOU",1976,5070.53,2370,3086.7,1,1,
3036,"CENTRE ROGER-ROUSSEAU, ANJOU","7501 Avenue  Rondeau (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Espace sports/loisirs","ANJOU",1977,2098.97,892.93,1973.3,2,1,
3039,"ÉGLISE CATHOL.ST-CONRAD ANJOU","6956 Avenue  Des Ormeaux (ANJ) , Montréal","LOCATAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","ANJOU",,661,661,661,1,,
3040,"PAVILLON DES BAIGNEURS P. DES ROSERAIES","7070 Avenue de la Nantaise (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ANJOU",1978,232.9,0,232.9,1,0,0
3041,"CHALET DU PARC LUCIE-BRUNEAU","7051 Avenue de l' Alsace (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","ANJOU",1996,387,0,387,1,,
3042,"CHALET DU PARC DE PETERBOROUGH","8400 Boulevard  Châteauneuf (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","ANJOU",2001,133.62,0,118.4,1,,
3044,"CHALET JARDIN COMM. PARC DE SPALDING","7901 Avenue  Spalding (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","ANJOU",,17.03,0,15.49,1,,
3045,"CHALET DU PARC DE TALCY","8151 Avenue  Talcy (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","ANJOU",2001,100.8,0,88.4,1,,
3046,"PAVILLON DES BAIGNEURS ANDRÉ-LAURENDEAU","8361 Avenue  André-Laurendeau (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ANJOU",1990,207.39,0,180.7,1,,
3047,"CHALET DU PARC D'ANTIOCHE","6995 Place d' Antioche (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","ANJOU",2001,13.12,0,11.8,1,,
3048,"PAVILLON DES BAIGNEURS DU PARC CHÉNIER","5555 Avenue de l' Aréna (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ANJOU",1990,387.21,387.21,343,1,,
3049,"CHALET DU PARC JOYCE","602 Avenue  Rockland (OUT) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","OUTREMONT",1830,301.16,301.16,232.2,2,,
3050,"CHALET DU PARC DU BOCAGE","6200 Avenue du Bocage (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Chalet","ANJOU",2007,50.21,0,43.2,1,,
3051,"CASERNE NO 56","230 Boulevard  Chevremont (IBZ) , Montréal","PROPRIÉTAIRE","Bâtiment","Protection et sécurité","Caserne de pompiers","L'ÎLE-BIZARD / STE-GENEVIÈVE",2005,1388.7,942.48,1277.81,2,,
3052,"CENTRE FERNAND-LAPLAINE","183 Rue des Érables (LCH) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","LACHINE",1910,696,0,696,2,1,
3053,"CRÈMERIE DU PARC RENÉ-LÉVESQUE","300 Chemin du Canal (LCH) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Centre communautaire et loisir","LACHINE",,33.11,0,30.1,1,,
3054,"PORT DE PLAISANCE (CLUB HOUSE)","1800 Chemin des Iroquois (LCH) , Montréal","PROPRIÉTAIRE","Bâtiment","Loisir communautaire","Restaurant","LACHINE",1969,664.48,500.3,664.48,1,,
3055,"STATION POMPAGE DU 43 RUE ST-ANTOINE","43 Rue  Saint-Antoine (SGV) , Montréal","PROPRIÉTAIRE","Installation externe","Industriel","Station de pompage (égouts)","L'ÎLE-BIZARD / STE-GENEVIÈVE",,2,2,2,,,
3056,"PAVILLON DES BAIGNEURS PARC VERDELLES","8441 Place  Verdelles (ANJ) , Montréal","PROPRIÉTAIRE","Bâtiment","Sportif","Pavillon des baigneurs","ANJOU",1982,447.3,0,420.4,1,1,
